data_128.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
4	dis2	91.41	0.751	91.25	92.19	8453.00692
59	S(54)	90.86	0.734	90.37	93.33	8412.9089
36	S(8)	91.14	0.743	90.94	92.06	8407.2945
56	S(38)	91.14	0.743	90.94	92.06	8407.2945
21	ncoi	91.14	0.743	90.94	92.06	8407.2945
41	S(17)	91.14	0.743	90.94	92.06	8407.2945
62	S(80)	91.14	0.743	90.94	92.06	8407.2945
15	4cvCH	91.14	0.743	90.94	92.06	8407.2945
50	S(32)	91.14	0.743	90.94	92.06	8407.2945
38	S(10)	91.14	0.743	90.94	92.06	8407.2945
10	4cCH	91.14	0.743	90.94	92.06	8407.2945
9	3cCH	90.86	0.734	90.64	91.94	8361.61626
40	S(16)	90.86	0.734	90.64	91.94	8361.61626
16	6cvCH	90.86	0.734	90.64	91.94	8361.61626
67	q-	91.14	0.742	91.22	90.77	8360.80259
5	dis3	91.14	0.742	91.22	90.77	8360.80259
32	Shal	91.14	0.742	91.22	90.77	8360.80259
55	S(37)	90.86	0.734	90.91	90.63	8313.98738
45	S(26)	90.86	0.734	90.91	90.63	8313.98738
60	S(56)	90.86	0.734	90.91	90.63	8313.98738
66	q+	90.58	0.725	90.60	90.48	8266.7547
46	S(27)	90.30	0.717	90.30	90.32	8219.74527
54	S(36)	87.26	0.627	85.71	100.00	8160.747385
34	S(5)	89.47	0.691	89.40	89.83	8079.778015
68	m	89.75	0.700	90.24	87.50	8038.2915
49	S(31)	88.37	0.656	87.74	92.16	8007.8887
drop:
29	Shev
42	S(19)
data_75.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
11	0cv	91.69	0.760	91.00	95.08	8601.548
6	2c	91.69	0.760	91.00	95.08	8601.548
7	3cP	91.69	0.760	91.00	95.08	8601.548
68	w	91.69	0.760	91.00	95.08	8601.548
8	3cC	91.69	0.760	91.00	95.08	8601.548
61	Wmol	91.69	0.760	91.00	95.08	8601.548
74	Svnc	91.69	0.760	91.00	95.08	8601.548
19	nhev	91.69	0.760	91.00	95.08	8601.548
23	noxy	91.41	0.752	90.70	95.00	8557.2417
59	S(60)	91.41	0.752	90.70	95.00	8557.2417
63	eb	91.41	0.752	90.70	95.00	8557.2417
22	nsulph	91.69	0.760	91.28	93.65	8548.38925
12	1cv	91.69	0.760	91.28	93.65	8548.38925
72	Sapcw	91.69	0.760	91.28	93.65	8548.38925
50	S(34)	91.41	0.751	90.97	93.55	8502.77386
69	AS	91.41	0.751	90.97	93.55	8502.77386
38	S(11)	91.41	0.751	90.97	93.55	8502.77386
27	1ka	91.41	0.751	90.97	93.55	8502.77386
67	A	91.41	0.751	90.97	93.55	8502.77386
25	1k	91.41	0.751	90.97	93.55	8502.77386
49	S(33)	91.41	0.751	90.97	93.55	8502.77386
42	S(22)	91.41	0.751	90.97	93.55	8502.77386
28	phi	91.41	0.751	90.97	93.55	8502.77386
73	Svpc	91.41	0.751	90.97	93.55	8502.77386
18	nhet	91.41	0.751	90.97	93.55	8502.77386
32	S(3)	91.41	0.751	90.97	93.55	8502.77386
70	VS	91.41	0.751	90.97	93.55	8502.77386
30	Shet	91.41	0.751	90.97	93.55	8502.77386
17	nhyd	91.41	0.751	90.97	93.55	8502.77386
62	ea	91.41	0.751	90.97	93.55	8502.77386
4	dis2	91.41	0.751	91.25	92.19	8453.00692
20	ncof	91.41	0.751	91.25	92.19	8453.00692
51	S(35)	91.41	0.751	91.25	92.19	8453.00692
13	2cv	91.41	0.751	91.25	92.19	8453.00692
37	S(10)	91.41	0.751	91.25	92.19	8453.00692
56	S(43)	91.41	0.751	91.25	92.19	8453.00692
43	S(26)	91.41	0.751	91.25	92.19	8453.00692
75	Svncw	91.41	0.751	91.25	92.19	8453.00692
57	S(54)	90.86	0.734	90.37	93.33	8412.9089
29	Scar	90.86	0.734	90.37	93.33	8412.9089
10	4cCH	91.14	0.743	90.94	92.06	8407.2945
34	S(7)	91.14	0.743	90.94	92.06	8407.2945
54	S(38)	91.14	0.743	90.94	92.06	8407.2945
55	S(41)	91.14	0.743	90.94	92.06	8407.2945
71	PSA	91.14	0.743	90.94	92.06	8407.2945
14	3cvC	91.14	0.743	90.94	92.06	8407.2945
26	3k	91.14	0.743	90.94	92.06	8407.2945
36	S(9)	91.14	0.743	90.94	92.06	8407.2945
41	S(20)	90.58	0.726	90.07	93.22	8367.73837
9	3cCH	90.86	0.734	90.64	91.94	8361.61626
5	dis3	91.14	0.742	91.22	90.77	8360.80259
45	S(28)	91.14	0.742	91.22	90.77	8360.80259
16	6cvCH	91.14	0.742	91.22	90.77	8360.80259
3	dis1	91.14	0.742	91.22	90.77	8360.80259
58	S(56)	90.86	0.734	90.91	90.63	8313.98738
60	S(80)	90.86	0.734	90.91	90.63	8313.98738
21	ncoi	90.86	0.734	90.91	90.63	8313.98738
64	q+	90.86	0.734	90.91	90.63	8313.98738
40	S(17)	90.86	0.734	90.91	90.63	8313.98738
24	nnitro	90.86	0.734	90.91	90.63	8313.98738
35	S(8)	90.86	0.734	90.91	90.63	8313.98738
15	4cvCH	90.86	0.734	90.91	90.63	8313.98738
31	Shal	90.86	0.734	91.19	89.39	8270.02226
65	q-	90.86	0.734	91.19	89.39	8270.02226
39	S(16)	90.58	0.725	90.60	90.48	8266.7547
53	S(37)	90.58	0.725	90.88	89.23	8222.471775
48	S(32)	90.58	0.725	90.88	89.23	8222.471775
44	S(27)	90.30	0.717	90.30	90.32	8219.74527
46	S(30)	90.30	0.717	90.57	89.06	8174.691855
52	S(36)	87.26	0.627	85.71	100.00	8160.747385
66	m	89.75	0.700	90.24	87.50	8038.2915
33	S(5)	89.20	0.682	89.37	88.33	7986.0157
47	S(31)	88.37	0.655	87.99	90.57	7948.152
drop:
11	0cv
6	2c
data_73.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
20	nsulph	91.69	0.760	91.28	93.65	8548.38925
28	Shet	91.41	0.751	90.97	93.55	8502.77386
7	3cC	91.41	0.751	90.97	93.55	8502.77386
65	A	91.41	0.751	90.97	93.55	8502.77386
66	w	91.41	0.751	90.97	93.55	8502.77386
21	noxy	91.41	0.751	90.97	93.55	8502.77386
61	eb	91.41	0.751	90.97	93.55	8502.77386
60	ea	91.41	0.751	90.97	93.55	8502.77386
47	S(33)	91.41	0.751	91.25	92.19	8453.00692
68	VS	91.41	0.751	91.25	92.19	8453.00692
49	S(35)	91.41	0.751	91.25	92.19	8453.00692
23	1k	91.41	0.751	91.25	92.19	8453.00692
36	S(11)	91.41	0.751	91.25	92.19	8453.00692
30	S(3)	91.41	0.751	91.25	92.19	8453.00692
34	S(9)	91.41	0.751	91.25	92.19	8453.00692
41	S(26)	91.41	0.751	91.25	92.19	8453.00692
35	S(10)	91.41	0.751	91.25	92.19	8453.00692
71	Svpc	91.41	0.751	91.25	92.19	8453.00692
32	S(7)	91.41	0.751	91.25	92.19	8453.00692
67	AS	91.41	0.751	91.25	92.19	8453.00692
70	Sapcw	91.41	0.751	91.25	92.19	8453.00692
59	Wmol	91.41	0.751	91.25	92.19	8453.00692
72	Svnc	91.41	0.751	91.25	92.19	8453.00692
25	1ka	91.41	0.751	91.25	92.19	8453.00692
48	S(34)	91.41	0.751	91.25	92.19	8453.00692
4	dis2	91.41	0.751	91.25	92.19	8453.00692
17	nhev	91.41	0.751	91.25	92.19	8453.00692
27	Scar	90.86	0.734	90.37	93.33	8412.9089
12	3cvC	91.14	0.743	90.94	92.06	8407.2945
15	nhyd	91.14	0.743	90.94	92.06	8407.2945
6	3cP	91.14	0.743	90.94	92.06	8407.2945
40	S(22)	91.14	0.743	90.94	92.06	8407.2945
39	S(20)	90.58	0.726	90.07	93.22	8367.73837
57	S(60)	90.86	0.734	90.64	91.94	8361.61626
8	3cCH	90.86	0.734	90.64	91.94	8361.61626
73	Svncw	91.14	0.742	91.22	90.77	8360.80259
9	4cCH	91.14	0.742	91.22	90.77	8360.80259
38	S(17)	91.14	0.742	91.22	90.77	8360.80259
11	2cv	91.14	0.742	91.22	90.77	8360.80259
58	S(80)	91.14	0.742	91.22	90.77	8360.80259
14	6cvCH	91.14	0.742	91.22	90.77	8360.80259
33	S(8)	91.14	0.742	91.22	90.77	8360.80259
53	S(41)	91.14	0.742	91.22	90.77	8360.80259
13	4cvCH	91.14	0.742	91.22	90.77	8360.80259
19	ncoi	91.14	0.742	91.22	90.77	8360.80259
10	1cv	91.14	0.742	91.22	90.77	8360.80259
16	nhet	91.14	0.742	91.22	90.77	8360.80259
43	S(28)	91.14	0.742	91.22	90.77	8360.80259
52	S(38)	91.14	0.743	91.50	89.55	8317.708575
55	S(54)	90.58	0.725	90.33	91.80	8314.689825
26	phi	90.86	0.734	90.91	90.63	8313.98738
22	nnitro	90.86	0.734	90.91	90.63	8313.98738
69	PSA	90.86	0.734	90.91	90.63	8313.98738
62	q+	90.86	0.734	90.91	90.63	8313.98738
46	S(32)	90.86	0.734	90.91	90.63	8313.98738
24	3k	90.86	0.734	90.91	90.63	8313.98738
5	dis3	90.86	0.734	91.19	89.39	8270.02226
54	S(43)	90.86	0.734	91.19	89.39	8270.02226
3	dis1	90.86	0.734	91.19	89.39	8270.02226
18	ncof	90.86	0.734	91.19	89.39	8270.02226
37	S(16)	90.58	0.725	90.60	90.48	8266.7547
51	S(37)	90.58	0.725	90.88	89.23	8222.471775
56	S(56)	90.58	0.725	90.88	89.23	8222.471775
29	Shal	90.58	0.726	91.16	88.06	8181.93066
44	S(30)	90.30	0.717	90.57	89.06	8174.691855
64	m	90.30	0.717	90.85	87.88	8133.734205
31	S(5)	89.75	0.699	89.70	90.00	8126.84265
63	q-	90.30	0.718	91.13	86.76	8095.59601
42	S(27)	90.03	0.708	90.54	87.69	8086.11687
45	S(31)	88.92	0.673	88.56	90.91	8039.627855
50	S(36)	86.43	0.593	85.58	92.86	7764.19206
drop:
20	nsulph
28	Shet
data_71.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
33	S(10)	91.69	0.760	91.28	93.65	8548.38925
58	ea	91.41	0.751	90.97	93.55	8502.77386
63	A	91.41	0.751	90.97	93.55	8502.77386
59	eb	91.14	0.743	90.67	93.44	8458.289565
65	AS	91.41	0.751	91.25	92.19	8453.00692
24	1ka	91.41	0.751	91.25	92.19	8453.00692
30	S(7)	91.41	0.751	91.25	92.19	8453.00692
46	S(34)	91.41	0.751	91.25	92.19	8453.00692
64	w	91.41	0.751	91.25	92.19	8453.00692
28	S(3)	91.41	0.751	91.25	92.19	8453.00692
22	1k	91.41	0.751	91.25	92.19	8453.00692
32	S(9)	91.41	0.751	91.25	92.19	8453.00692
70	Svnc	91.41	0.751	91.25	92.19	8453.00692
66	VS	91.41	0.751	91.25	92.19	8453.00692
10	1cv	91.41	0.751	91.25	92.19	8453.00692
11	2cv	91.41	0.751	91.25	92.19	8453.00692
68	Sapcw	91.41	0.751	91.25	92.19	8453.00692
37	S(20)	90.86	0.734	90.37	93.33	8412.9089
26	Scar	90.86	0.734	90.37	93.33	8412.9089
69	Svpc	91.14	0.743	90.94	92.06	8407.2945
7	3cC	91.14	0.743	90.94	92.06	8407.2945
20	noxy	91.14	0.743	90.94	92.06	8407.2945
16	nhet	91.14	0.743	90.94	92.06	8407.2945
12	3cvC	91.14	0.743	90.94	92.06	8407.2945
67	PSA	91.14	0.743	90.94	92.06	8407.2945
38	S(22)	91.14	0.743	90.94	92.06	8407.2945
34	S(11)	91.14	0.743	90.94	92.06	8407.2945
45	S(33)	91.14	0.743	90.94	92.06	8407.2945
17	nhev	91.14	0.743	90.94	92.06	8407.2945
15	nhyd	91.14	0.743	90.94	92.06	8407.2945
39	S(26)	91.41	0.751	91.53	90.91	8406.92642
8	3cCH	90.86	0.734	90.64	91.94	8361.61626
55	S(60)	90.86	0.734	90.64	91.94	8361.61626
14	6cvCH	91.14	0.742	91.22	90.77	8360.80259
41	S(28)	91.14	0.742	91.22	90.77	8360.80259
5	dis3	91.14	0.742	91.22	90.77	8360.80259
51	S(41)	91.14	0.742	91.22	90.77	8360.80259
4	dis2	91.14	0.742	91.22	90.77	8360.80259
71	Svncw	91.14	0.742	91.22	90.77	8360.80259
47	S(35)	91.14	0.742	91.22	90.77	8360.80259
6	3cP	90.86	0.734	90.91	90.63	8313.98738
25	phi	90.86	0.734	90.91	90.63	8313.98738
21	nnitro	90.86	0.734	90.91	90.63	8313.98738
23	3k	90.86	0.734	90.91	90.63	8313.98738
57	Wmol	90.86	0.734	90.91	90.63	8313.98738
52	S(43)	90.86	0.734	91.19	89.39	8270.02226
9	4cCH	90.86	0.734	91.19	89.39	8270.02226
18	ncof	90.86	0.734	91.19	89.39	8270.02226
31	S(8)	90.86	0.734	91.19	89.39	8270.02226
35	S(16)	90.58	0.725	90.60	90.48	8266.7547
50	S(38)	90.86	0.735	91.47	88.24	8230.268725
27	Shal	90.86	0.735	91.47	88.24	8230.268725
60	q+	90.58	0.725	90.88	89.23	8222.471775
49	S(37)	90.58	0.725	90.88	89.23	8222.471775
53	S(54)	90.30	0.717	90.30	90.32	8219.74527
3	dis1	90.58	0.726	91.16	88.06	8181.93066
56	S(80)	90.58	0.726	91.16	88.06	8181.93066
13	4cvCH	90.58	0.726	91.16	88.06	8181.93066
62	m	90.58	0.726	91.16	88.06	8181.93066
19	ncoi	90.58	0.726	91.16	88.06	8181.93066
42	S(30)	90.30	0.717	90.57	89.06	8174.691855
61	q-	90.58	0.727	91.44	86.96	8144.5844
44	S(32)	90.30	0.717	90.85	87.88	8133.734205
40	S(27)	90.30	0.717	90.85	87.88	8133.734205
54	S(56)	90.30	0.717	90.85	87.88	8133.734205
36	S(17)	90.30	0.717	90.85	87.88	8133.734205
43	S(31)	88.92	0.673	88.56	90.91	8039.627855
29	S(5)	89.47	0.691	89.67	88.52	8032.894295
48	S(36)	86.43	0.593	85.58	92.86	7764.19206
drop:
33	S(10)
58	ea
data_69.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
46	S(35)	91.41	0.752	90.70	95.00	8557.2417
49	S(38)	91.69	0.760	91.28	93.65	8548.38925
64	VS	91.69	0.760	91.28	93.65	8548.38925
22	1k	91.69	0.760	91.28	93.65	8548.38925
17	nhev	91.69	0.760	91.28	93.65	8548.38925
67	Svpc	91.69	0.760	91.28	93.65	8548.38925
6	3cP	91.69	0.760	91.28	93.65	8548.38925
25	phi	91.69	0.760	91.28	93.65	8548.38925
7	3cC	91.69	0.760	91.28	93.65	8548.38925
63	AS	91.69	0.760	91.28	93.65	8548.38925
4	dis2	91.69	0.760	91.28	93.65	8548.38925
16	nhet	91.69	0.760	91.28	93.65	8548.38925
24	1ka	91.69	0.760	91.28	93.65	8548.38925
43	S(32)	91.69	0.760	91.28	93.65	8548.38925
10	1cv	91.69	0.760	91.28	93.65	8548.38925
15	nhyd	91.41	0.751	90.97	93.55	8502.77386
54	S(60)	91.41	0.751	90.97	93.55	8502.77386
8	3cCH	91.41	0.751	90.97	93.55	8502.77386
62	w	91.41	0.751	90.97	93.55	8502.77386
59	q-	91.69	0.759	91.55	92.31	8498.83657
69	Svncw	91.69	0.759	91.55	92.31	8498.83657
20	noxy	91.14	0.743	90.67	93.44	8458.289565
57	eb	91.14	0.743	90.67	93.44	8458.289565
34	S(16)	91.14	0.743	90.67	93.44	8458.289565
41	S(30)	91.14	0.743	90.67	93.44	8458.289565
45	S(34)	91.41	0.751	91.25	92.19	8453.00692
56	Wmol	91.41	0.751	91.25	92.19	8453.00692
18	ncof	91.41	0.751	91.25	92.19	8453.00692
55	S(80)	91.41	0.751	91.25	92.19	8453.00692
19	ncoi	91.41	0.751	91.25	92.19	8453.00692
30	S(7)	91.41	0.751	91.25	92.19	8453.00692
28	S(3)	91.41	0.751	91.25	92.19	8453.00692
65	PSA	91.41	0.751	91.25	92.19	8453.00692
31	S(8)	91.41	0.751	91.25	92.19	8453.00692
66	Sapcw	91.41	0.751	91.25	92.19	8453.00692
5	dis3	91.41	0.751	91.25	92.19	8453.00692
27	Shal	91.41	0.751	91.25	92.19	8453.00692
35	S(17)	91.41	0.751	91.25	92.19	8453.00692
37	S(22)	91.41	0.751	91.25	92.19	8453.00692
44	S(33)	91.41	0.751	91.25	92.19	8453.00692
12	3cvC	91.41	0.751	91.25	92.19	8453.00692
33	S(11)	91.41	0.751	91.25	92.19	8453.00692
50	S(41)	91.41	0.751	91.25	92.19	8453.00692
51	S(43)	91.41	0.751	91.25	92.19	8453.00692
23	3k	91.41	0.751	91.25	92.19	8453.00692
68	Svnc	91.41	0.751	91.25	92.19	8453.00692
13	4cvCH	91.41	0.751	91.25	92.19	8453.00692
40	S(28)	91.41	0.751	91.25	92.19	8453.00692
11	2cv	91.14	0.743	90.94	92.06	8407.2945
21	nnitro	91.14	0.743	90.94	92.06	8407.2945
32	S(9)	91.14	0.743	90.94	92.06	8407.2945
36	S(20)	90.58	0.726	90.07	93.22	8367.73837
52	S(54)	90.86	0.734	90.64	91.94	8361.61626
53	S(56)	91.14	0.742	91.22	90.77	8360.80259
3	dis1	91.14	0.742	91.22	90.77	8360.80259
9	4cCH	91.14	0.742	91.22	90.77	8360.80259
58	q+	90.58	0.725	90.33	91.80	8314.689825
26	Scar	90.58	0.725	90.33	91.80	8314.689825
38	S(26)	90.86	0.734	91.19	89.39	8270.02226
48	S(37)	90.86	0.734	91.19	89.39	8270.02226
14	6cvCH	90.58	0.725	90.60	90.48	8266.7547
61	A	90.58	0.725	90.60	90.48	8266.7547
39	S(27)	90.03	0.708	90.27	88.89	8128.31004
60	m	90.30	0.718	91.13	86.76	8095.59601
29	S(5)	88.37	0.655	87.99	90.57	7948.152
42	S(31)	88.37	0.655	87.99	90.57	7948.152
47	S(36)	86.70	0.604	85.63	95.12	7890.099
drop:
46	S(35)
49	S(38)
data_67.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
50	S(54)	91.69	0.760	91.00	95.08	8601.548
64	Sapcw	91.69	0.760	91.28	93.65	8548.38925
55	eb	91.41	0.751	90.97	93.55	8502.77386
36	S(20)	91.41	0.751	90.97	93.55	8502.77386
8	3cCH	91.41	0.751	90.97	93.55	8502.77386
20	noxy	91.41	0.751	90.97	93.55	8502.77386
60	w	91.69	0.759	91.55	92.31	8498.83657
38	S(26)	91.69	0.759	91.55	92.31	8498.83657
67	Svncw	91.69	0.759	91.55	92.31	8498.83657
45	S(34)	91.69	0.759	91.55	92.31	8498.83657
28	S(3)	91.41	0.751	91.25	92.19	8453.00692
10	1cv	91.41	0.751	91.25	92.19	8453.00692
65	Svpc	91.41	0.751	91.25	92.19	8453.00692
3	dis1	91.41	0.751	91.25	92.19	8453.00692
12	3cvC	91.41	0.751	91.25	92.19	8453.00692
33	S(11)	91.41	0.751	91.25	92.19	8453.00692
23	3k	91.41	0.751	91.25	92.19	8453.00692
15	nhyd	91.41	0.751	91.25	92.19	8453.00692
22	1k	91.41	0.751	91.25	92.19	8453.00692
30	S(7)	91.41	0.751	91.25	92.19	8453.00692
9	4cCH	91.41	0.751	91.25	92.19	8453.00692
44	S(33)	91.41	0.751	91.25	92.19	8453.00692
31	S(8)	91.41	0.751	91.25	92.19	8453.00692
32	S(9)	91.41	0.751	91.25	92.19	8453.00692
61	AS	91.41	0.751	91.25	92.19	8453.00692
16	nhet	91.41	0.751	91.25	92.19	8453.00692
37	S(22)	91.41	0.751	91.25	92.19	8453.00692
63	PSA	91.41	0.751	91.25	92.19	8453.00692
21	nnitro	91.41	0.751	91.25	92.19	8453.00692
24	1ka	91.41	0.751	91.25	92.19	8453.00692
17	nhev	91.41	0.751	91.25	92.19	8453.00692
25	phi	91.41	0.751	91.25	92.19	8453.00692
7	3cC	91.41	0.751	91.25	92.19	8453.00692
11	2cv	91.41	0.751	91.25	92.19	8453.00692
66	Svnc	91.41	0.751	91.25	92.19	8453.00692
62	VS	91.41	0.751	91.25	92.19	8453.00692
26	Scar	91.41	0.751	91.25	92.19	8453.00692
54	Wmol	91.41	0.751	91.25	92.19	8453.00692
18	ncof	91.41	0.751	91.53	90.91	8406.92642
4	dis2	91.41	0.751	91.53	90.91	8406.92642
48	S(41)	91.14	0.742	91.22	90.77	8360.80259
40	S(28)	91.14	0.742	91.22	90.77	8360.80259
49	S(43)	91.14	0.742	91.22	90.77	8360.80259
56	q+	91.14	0.742	91.22	90.77	8360.80259
52	S(60)	91.14	0.742	91.22	90.77	8360.80259
5	dis3	91.14	0.742	91.22	90.77	8360.80259
53	S(80)	91.14	0.742	91.22	90.77	8360.80259
6	3cP	91.14	0.742	91.22	90.77	8360.80259
13	4cvCH	91.14	0.742	91.22	90.77	8360.80259
27	Shal	91.14	0.742	91.22	90.77	8360.80259
19	ncoi	91.14	0.742	91.22	90.77	8360.80259
51	S(56)	91.14	0.742	91.22	90.77	8360.80259
35	S(17)	91.14	0.742	91.22	90.77	8360.80259
57	q-	91.14	0.743	91.50	89.55	8317.708575
34	S(16)	90.86	0.734	90.91	90.63	8313.98738
14	6cvCH	90.86	0.734	90.91	90.63	8313.98738
41	S(30)	90.86	0.734	90.91	90.63	8313.98738
43	S(32)	90.86	0.734	91.19	89.39	8270.02226
39	S(27)	90.58	0.725	90.88	89.23	8222.471775
59	A	90.58	0.725	90.88	89.23	8222.471775
47	S(37)	90.58	0.726	91.16	88.06	8181.93066
58	m	90.30	0.719	91.41	85.71	8060.64264
46	S(36)	86.43	0.597	85.14	97.37	7941.648885
29	S(5)	87.81	0.637	87.66	88.68	7798.37199
42	S(31)	87.81	0.637	87.66	88.68	7798.37199
drop:
50	S(54)
64	Sapcw
data_65.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
65	Svncw	91.97	0.769	91.30	95.16	8646.05697
59	w	91.97	0.769	91.30	95.16	8646.05697
44	S(33)	91.69	0.760	91.00	95.08	8601.548
24	1ka	91.69	0.760	91.00	95.08	8601.548
32	S(9)	91.69	0.760	91.00	95.08	8601.548
60	AS	91.69	0.760	91.00	95.08	8601.548
33	S(11)	91.69	0.760	91.00	95.08	8601.548
25	phi	91.69	0.760	91.00	95.08	8601.548
10	1cv	91.69	0.760	91.00	95.08	8601.548
23	3k	91.69	0.760	91.00	95.08	8601.548
37	S(22)	91.69	0.760	91.00	95.08	8601.548
30	S(7)	91.69	0.760	91.00	95.08	8601.548
11	2cv	91.69	0.760	91.00	95.08	8601.548
64	Svnc	91.69	0.760	91.00	95.08	8601.548
54	eb	91.69	0.760	91.00	95.08	8601.548
53	Wmol	91.69	0.760	91.00	95.08	8601.548
17	nhev	91.69	0.760	91.00	95.08	8601.548
28	S(3)	91.69	0.760	91.00	95.08	8601.548
22	1k	91.69	0.760	91.00	95.08	8601.548
15	nhyd	91.69	0.760	91.00	95.08	8601.548
8	3cCH	91.69	0.760	91.00	95.08	8601.548
7	3cC	91.69	0.760	91.00	95.08	8601.548
63	Svpc	91.69	0.760	91.00	95.08	8601.548
20	noxy	91.69	0.760	91.00	95.08	8601.548
61	VS	91.69	0.760	91.00	95.08	8601.548
36	S(20)	91.41	0.752	90.70	95.00	8557.2417
45	S(34)	91.69	0.760	91.28	93.65	8548.38925
40	S(28)	91.41	0.751	90.97	93.55	8502.77386
48	S(41)	91.41	0.751	90.97	93.55	8502.77386
16	nhet	91.41	0.751	90.97	93.55	8502.77386
12	3cvC	91.41	0.751	90.97	93.55	8502.77386
49	S(43)	91.41	0.751	90.97	93.55	8502.77386
9	4cCH	91.41	0.751	90.97	93.55	8502.77386
19	ncoi	91.41	0.751	90.97	93.55	8502.77386
5	dis3	91.41	0.751	90.97	93.55	8502.77386
6	3cP	91.41	0.751	90.97	93.55	8502.77386
51	S(60)	91.41	0.751	90.97	93.55	8502.77386
62	PSA	91.41	0.751	90.97	93.55	8502.77386
31	S(8)	91.41	0.751	90.97	93.55	8502.77386
56	q-	91.69	0.759	91.55	92.31	8498.83657
14	6cvCH	91.14	0.743	90.67	93.44	8458.289565
43	S(32)	91.41	0.751	91.25	92.19	8453.00692
13	4cvCH	91.14	0.743	90.94	92.06	8407.2945
34	S(16)	91.14	0.743	90.94	92.06	8407.2945
50	S(56)	91.14	0.743	90.94	92.06	8407.2945
3	dis1	91.14	0.743	90.94	92.06	8407.2945
26	Scar	91.14	0.743	90.94	92.06	8407.2945
35	S(17)	91.14	0.743	90.94	92.06	8407.2945
4	dis2	91.14	0.743	90.94	92.06	8407.2945
21	nnitro	91.14	0.743	90.94	92.06	8407.2945
27	Shal	91.14	0.743	90.94	92.06	8407.2945
52	S(80)	91.14	0.743	90.94	92.06	8407.2945
18	ncof	91.14	0.743	90.94	92.06	8407.2945
39	S(27)	90.86	0.734	90.64	91.94	8361.61626
41	S(30)	90.86	0.734	90.64	91.94	8361.61626
38	S(26)	90.86	0.734	90.91	90.63	8313.98738
58	A	90.58	0.725	90.60	90.48	8266.7547
55	q+	90.58	0.725	90.88	89.23	8222.471775
47	S(37)	90.58	0.726	91.16	88.06	8181.93066
57	m	90.30	0.718	91.13	86.76	8095.59601
42	S(31)	88.64	0.665	88.03	92.31	8052.63185
29	S(5)	88.64	0.665	88.03	92.31	8052.63185
46	S(36)	86.43	0.597	85.14	97.37	7941.648885
drop:
65	Svncw
59	w
data_63.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
59	AS	91.97	0.769	91.30	95.16	8646.05697
33	S(11)	91.97	0.769	91.30	95.16	8646.05697
16	nhet	91.97	0.769	91.30	95.16	8646.05697
54	eb	91.97	0.769	91.30	95.16	8646.05697
23	3k	91.97	0.769	91.30	95.16	8646.05697
24	1ka	91.97	0.769	91.30	95.16	8646.05697
30	S(7)	91.97	0.769	91.30	95.16	8646.05697
15	nhyd	91.97	0.769	91.30	95.16	8646.05697
45	S(34)	91.97	0.769	91.30	95.16	8646.05697
61	PSA	91.97	0.769	91.30	95.16	8646.05697
11	2cv	91.97	0.769	91.30	95.16	8646.05697
37	S(22)	91.97	0.769	91.30	95.16	8646.05697
60	VS	91.97	0.769	91.30	95.16	8646.05697
20	noxy	91.97	0.769	91.30	95.16	8646.05697
22	1k	91.97	0.769	91.30	95.16	8646.05697
7	3cC	91.97	0.769	91.30	95.16	8646.05697
25	phi	91.97	0.769	91.30	95.16	8646.05697
10	1cv	91.97	0.769	91.30	95.16	8646.05697
28	S(3)	91.97	0.769	91.30	95.16	8646.05697
44	S(33)	91.97	0.769	91.30	95.16	8646.05697
62	Svpc	91.97	0.769	91.30	95.16	8646.05697
32	S(9)	91.97	0.769	91.30	95.16	8646.05697
36	S(20)	91.69	0.760	91.00	95.08	8601.548
8	3cCH	91.41	0.752	90.70	95.00	8557.2417
27	Shal	91.69	0.760	91.28	93.65	8548.38925
18	ncof	91.69	0.760	91.28	93.65	8548.38925
17	nhev	91.69	0.760	91.28	93.65	8548.38925
19	ncoi	91.69	0.760	91.28	93.65	8548.38925
52	S(80)	91.69	0.760	91.28	93.65	8548.38925
5	dis3	91.69	0.760	91.28	93.65	8548.38925
21	nnitro	91.69	0.760	91.28	93.65	8548.38925
13	4cvCH	91.69	0.760	91.28	93.65	8548.38925
35	S(17)	91.69	0.760	91.28	93.65	8548.38925
3	dis1	91.69	0.760	91.28	93.65	8548.38925
4	dis2	91.69	0.760	91.28	93.65	8548.38925
53	Wmol	91.69	0.760	91.28	93.65	8548.38925
49	S(43)	91.69	0.760	91.28	93.65	8548.38925
34	S(16)	91.69	0.760	91.28	93.65	8548.38925
63	Svnc	91.69	0.760	91.28	93.65	8548.38925
50	S(56)	91.69	0.760	91.28	93.65	8548.38925
31	S(8)	91.69	0.760	91.28	93.65	8548.38925
51	S(60)	91.69	0.760	91.28	93.65	8548.38925
48	S(41)	91.69	0.760	91.28	93.65	8548.38925
12	3cvC	91.69	0.760	91.28	93.65	8548.38925
6	3cP	91.69	0.760	91.28	93.65	8548.38925
